x,y,height
3.059999999999999787e+01,0.000000000000000000e+00,1.131605287050565067e+00
3.089999999999999858e+01,0.000000000000000000e+00,1.135444946260004917e+00
3.119999999999999929e+01,0.000000000000000000e+00,1.170459844896929447e+00
3.150000000000000000e+01,0.000000000000000000e+00,1.131097253961190985e+00
3.179999999999999716e+01,0.000000000000000000e+00,1.179338698534985186e+00
3.210000000000000142e+01,0.000000000000000000e+00,1.141851982047225711e+00
3.239999999999999858e+01,0.000000000000000000e+00,1.146587187042409806e+00
3.269999999999999574e+01,0.000000000000000000e+00,1.160134089529555101e+00
3.300000000000000000e+01,0.000000000000000000e+00,1.171480332150325765e+00
3.329999999999999716e+01,0.000000000000000000e+00,1.198159852679236304e+00
3.360000000000000142e+01,0.000000000000000000e+00,1.150488563413152310e+00
3.389999999999999858e+01,0.000000000000000000e+00,1.164318616740696699e+00
3.419999999999999574e+01,0.000000000000000000e+00,1.181583511317129132e+00
3.450000000000000000e+01,0.000000000000000000e+00,1.177400300704783298e+00
3.479999999999999716e+01,0.000000000000000000e+00,1.173921062077780242e+00
3.510000000000000142e+01,0.000000000000000000e+00,1.181969746255189468e+00
3.539999999999999858e+01,0.000000000000000000e+00,1.195342428879527574e+00
3.569999999999999574e+01,0.000000000000000000e+00,1.178093931074529532e+00
3.600000000000000000e+01,0.000000000000000000e+00,1.170490474104603162e+00
3.629999999999999716e+01,0.000000000000000000e+00,1.211978428679776787e+00
3.660000000000000142e+01,0.000000000000000000e+00,1.177456764332835082e+00
3.689999999999999858e+01,0.000000000000000000e+00,1.162929778865731123e+00
3.719999999999999574e+01,0.000000000000000000e+00,1.202630838459506801e+00
3.750000000000000000e+01,0.000000000000000000e+00,1.209357856578304524e+00
3.779999999999999716e+01,0.000000000000000000e+00,1.172399096655351247e+00
3.810000000000000142e+01,0.000000000000000000e+00,1.157067829787671309e+00
3.839999999999999858e+01,0.000000000000000000e+00,1.212138120857342516e+00
3.869999999999999574e+01,0.000000000000000000e+00,1.224492273247645535e+00
3.900000000000000000e+01,0.000000000000000000e+00,1.156550247280487387e+00
3.929999999999999716e+01,0.000000000000000000e+00,1.174735510668192928e+00
3.960000000000000142e+01,0.000000000000000000e+00,1.127705552874836537e+00
3.989999999999999858e+01,0.000000000000000000e+00,1.209353418712707295e+00
4.019999999999999574e+01,0.000000000000000000e+00,1.256578949183987159e+00
0.000000000000000000e+00,2.999999999999999889e-01,6.139843945350997867e-02
2.999999999999999889e-01,2.999999999999999889e-01,4.676176105407309214e-02
5.999999999999999778e-01,2.999999999999999889e-01,4.873391480019030608e-02
8.999999999999999112e-01,2.999999999999999889e-01,8.180210528277809257e-02
1.199999999999999956e+00,2.999999999999999889e-01,5.343606452816040964e-02
1.500000000000000000e+00,2.999999999999999889e-01,9.043922919554177320e-02
1.799999999999999822e+00,2.999999999999999889e-01,9.761888467074156250e-02
2.100000000000000089e+00,2.999999999999999889e-01,9.207542840434826403e-02
2.399999999999999911e+00,2.999999999999999889e-01,8.837467416977211332e-02
2.699999999999999734e+00,2.999999999999999889e-01,1.017125287441925235e-01
3.000000000000000000e+00,2.999999999999999889e-01,1.264499457180901509e-01
3.299999999999999822e+00,2.999999999999999889e-01,1.107385309994174394e-01
3.599999999999999645e+00,2.999999999999999889e-01,1.304196521218437266e-01
3.899999999999999911e+00,2.999999999999999889e-01,1.272870821639006111e-01
4.200000000000000178e+00,2.999999999999999889e-01,1.267908129084698299e-01
4.500000000000000000e+00,2.999999999999999889e-01,1.375192124222007761e-01
4.799999999999999822e+00,2.999999999999999889e-01,1.296761587206535227e-01
5.099999999999999645e+00,2.999999999999999889e-01,1.290677200545429781e-01
5.399999999999999467e+00,2.999999999999999889e-01,1.520832266722942638e-01
5.700000000000000178e+00,2.999999999999999889e-01,1.618089374482666876e-01
6.000000000000000000e+00,2.999999999999999889e-01,1.659717613664181968e-01
6.299999999999999822e+00,2.999999999999999889e-01,1.679216590281899235e-01
6.599999999999999645e+00,2.999999999999999889e-01,1.565516073855979795e-01
6.899999999999999467e+00,2.999999999999999889e-01,1.694415688881424353e-01
7.199999999999999289e+00,2.999999999999999889e-01,2.015164694899646003e-01
7.500000000000000000e+00,2.999999999999999889e-01,2.243781788298297997e-01
7.799999999999999822e+00,2.999999999999999889e-01,2.015311375786180415e-01
8.099999999999999645e+00,2.999999999999999889e-01,2.181573468205243727e-01
8.400000000000000355e+00,2.999999999999999889e-01,2.358222319080448826e-01
8.699999999999999289e+00,2.999999999999999889e-01,2.591942028857613933e-01
9.000000000000000000e+00,2.999999999999999889e-01,2.612807779221849591e-01
9.299999999999998934e+00,2.999999999999999889e-01,2.889440036003284584e-01
9.599999999999999645e+00,2.999999999999999889e-01,3.216464500015596695e-01
9.900000000000000355e+00,2.999999999999999889e-01,3.789838354445135837e-01
1.019999999999999929e+01,2.999999999999999889e-01,3.943398903662920785e-01
1.050000000000000000e+01,2.999999999999999889e-01,3.962099475479482491e-01
1.079999999999999893e+01,2.999999999999999889e-01,3.758652759038542679e-01
1.109999999999999964e+01,2.999999999999999889e-01,3.986079898781133002e-01
1.140000000000000036e+01,2.999999999999999889e-01,4.044810869265988984e-01
1.169999999999999929e+01,2.999999999999999889e-01,3.846413494680597789e-01
1.200000000000000000e+01,2.999999999999999889e-01,4.534711973721577971e-01
1.229999999999999893e+01,2.999999999999999889e-01,4.490315083943388075e-01
1.259999999999999964e+01,2.999999999999999889e-01,4.538376965108974481e-01
1.290000000000000036e+01,2.999999999999999889e-01,4.926042480615075436e-01
1.319999999999999929e+01,2.999999999999999889e-01,4.668948797997694022e-01
1.350000000000000000e+01,2.999999999999999889e-01,5.172302881663083385e-01
1.379999999999999893e+01,2.999999999999999889e-01,5.391695696594793752e-01
1.409999999999999964e+01,2.999999999999999889e-01,5.658457924745919909e-01
1.439999999999999858e+01,2.999999999999999889e-01,5.463354865601629529e-01
1.469999999999999929e+01,2.999999999999999889e-01,5.735549843273959336e-01
1.500000000000000000e+01,2.999999999999999889e-01,6.098602375483561655e-01
1.529999999999999893e+01,2.999999999999999889e-01,6.511940671541736059e-01
1.559999999999999964e+01,2.999999999999999889e-01,6.649045869693508415e-01
1.589999999999999858e+01,2.999999999999999889e-01,6.485542432258286638e-01
1.619999999999999929e+01,2.999999999999999889e-01,6.436565707126079561e-01
1.650000000000000000e+01,2.999999999999999889e-01,6.593937349256671077e-01
1.680000000000000071e+01,2.999999999999999889e-01,6.778586001631400348e-01
1.709999999999999787e+01,2.999999999999999889e-01,6.999716663657706839e-01
1.739999999999999858e+01,2.999999999999999889e-01,6.983898616836707873e-01
1.769999999999999929e+01,2.999999999999999889e-01,7.203590165592931305e-01
1.800000000000000000e+01,2.999999999999999889e-01,7.184331740797967880e-01
1.830000000000000071e+01,2.999999999999999889e-01,7.614417868228874342e-01
1.859999999999999787e+01,2.999999999999999889e-01,7.672548286309996968e-01
1.889999999999999858e+01,2.999999999999999889e-01,7.779716462048471559e-01
1.919999999999999929e+01,2.999999999999999889e-01,8.144344118255572029e-01
1.950000000000000000e+01,2.999999999999999889e-01,8.714521425641532648e-01
1.980000000000000071e+01,2.999999999999999889e-01,8.727155262944847891e-01
2.009999999999999787e+01,2.999999999999999889e-01,8.933705795992717968e-01
2.039999999999999858e+01,2.999999999999999889e-01,9.156702107553726933e-01
2.069999999999999929e+01,2.999999999999999889e-01,8.994880051154628964e-01
2.100000000000000000e+01,2.999999999999999889e-01,9.386534799264113493e-01
2.130000000000000071e+01,2.999999999999999889e-01,9.597662043181639513e-01
2.159999999999999787e+01,2.999999999999999889e-01,9.887049573432860061e-01
2.189999999999999858e+01,2.999999999999999889e-01,1.000024682664203635e+00
2.219999999999999929e+01,2.999999999999999889e-01,1.012128352168329526e+00
2.250000000000000000e+01,2.999999999999999889e-01,1.022485070621192316e+00
2.280000000000000071e+01,2.999999999999999889e-01,1.005119580671650192e+00
2.309999999999999787e+01,2.999999999999999889e-01,1.016610797900409535e+00
2.339999999999999858e+01,2.999999999999999889e-01,1.001199570522830928e+00
2.369999999999999929e+01,2.999999999999999889e-01,1.029945027281681691e+00
2.400000000000000000e+01,2.999999999999999889e-01,1.024327755951952579e+00
2.430000000000000071e+01,2.999999999999999889e-01,9.954582880017526225e-01
2.459999999999999787e+01,2.999999999999999889e-01,1.049167889822210098e+00
2.489999999999999858e+01,2.999999999999999889e-01,1.061149790118498082e+00
2.519999999999999929e+01,2.999999999999999889e-01,1.059222946945014066e+00
2.550000000000000000e+01,2.999999999999999889e-01,1.064289579571016331e+00
2.580000000000000071e+01,2.999999999999999889e-01,1.065326764061840459e+00
2.609999999999999787e+01,2.999999999999999889e-01,1.070954637180717040e+00
2.639999999999999858e+01,2.999999999999999889e-01,1.075888808441626709e+00
2.669999999999999929e+01,2.999999999999999889e-01,1.067748484200599535e+00
2.700000000000000000e+01,2.999999999999999889e-01,1.100878970227850084e+00
2.730000000000000071e+01,2.999999999999999889e-01,1.106433055630150042e+00
2.759999999999999787e+01,2.999999999999999889e-01,1.087616401091060281e+00
2.789999999999999858e+01,2.999999999999999889e-01,1.072792321427868512e+00
2.819999999999999929e+01,2.999999999999999889e-01,1.093437086250053536e+00
2.850000000000000000e+01,2.999999999999999889e-01,1.135891926418408193e+00
2.879999999999999716e+01,2.999999999999999889e-01,1.146956241487844252e+00
2.909999999999999787e+01,2.999999999999999889e-01,1.132373507698991366e+00
2.939999999999999858e+01,2.999999999999999889e-01,1.113387974712349626e+00
2.969999999999999929e+01,2.999999999999999889e-01,1.137530125083638488e+00
3.000000000000000000e+01,2.999999999999999889e-01,1.112299941674944392e+00
3.029999999999999716e+01,2.999999999999999889e-01,1.131905458388600128e+00
3.059999999999999787e+01,2.999999999999999889e-01,1.175192037165587733e+00
3.089999999999999858e+01,2.999999999999999889e-01,1.149135144607541070e+00
3.119999999999999929e+01,2.999999999999999889e-01,1.147045819020744650e+00
3.150000000000000000e+01,2.999999999999999889e-01,1.144542766457041338e+00
3.179999999999999716e+01,2.999999999999999889e-01,1.184869063361550845e+00
3.210000000000000142e+01,2.999999999999999889e-01,1.198845602551008804e+00
3.239999999999999858e+01,2.999999999999999889e-01,1.175133497495808310e+00
3.269999999999999574e+01,2.999999999999999889e-01,1.152470469747777448e+00
3.300000000000000000e+01,2.999999999999999889e-01,1.138386616200473211e+00
3.329999999999999716e+01,2.999999999999999889e-01,1.140909069807760856e+00
3.360000000000000142e+01,2.999999999999999889e-01,1.143234562210529104e+00
3.389999999999999858e+01,2.999999999999999889e-01,1.160589471938395345e+00
3.419999999999999574e+01,2.999999999999999889e-01,1.152402507832199996e+00
3.450000000000000000e+01,2.999999999999999889e-01,1.143559361107060468e+00
3.479999999999999716e+01,2.999999999999999889e-01,1.183907274916776942e+00
3.510000000000000142e+01,2.999999999999999889e-01,1.187703103752264733e+00
3.539999999999999858e+01,2.999999999999999889e-01,1.186844631611519985e+00
3.569999999999999574e+01,2.999999999999999889e-01,1.183862006606390738e+00
3.600000000000000000e+01,2.999999999999999889e-01,1.156441259962103452e+00
3.629999999999999716e+01,2.999999999999999889e-01,1.205093546877047173e+00
3.660000000000000142e+01,2.999999999999999889e-01,1.179248874490690158e+00
3.689999999999999858e+01,2.999999999999999889e-01,1.179872725436117653e+00
3.719999999999999574e+01,2.999999999999999889e-01,1.182958918971630080e+00
3.750000000000000000e+01,2.999999999999999889e-01,1.178067166066774973e+00
3.779999999999999716e+01,2.999999999999999889e-01,1.181649382362240486e+00
3.810000000000000142e+01,2.999999999999999889e-01,1.167317490954982828e+00
3.839999999999999858e+01,2.999999999999999889e-01,1.159339967757387013e+00
3.869999999999999574e+01,2.999999999999999889e-01,1.168427762168686490e+00
3.900000000000000000e+01,2.999999999999999889e-01,1.188656491999757536e+00
3.929999999999999716e+01,2.999999999999999889e-01,1.221515718559297747e+00
3.960000000000000142e+01,2.999999999999999889e-01,1.179293565323223048e+00
3.989999999999999858e+01,2.999999999999999889e-01,1.175881202862997243e+00
4.019999999999999574e+01,2.999999999999999889e-01,1.220092634026708200e+00
0.000000000000000000e+00,5.999999999999999778e-01,6.426824930859309504e-02
2.999999999999999889e-01,5.999999999999999778e-01,6.425241517096681731e-02
5.999999999999999778e-01,5.999999999999999778e-01,5.796102102425507163e-02
8.999999999999999112e-01,5.999999999999999778e-01,4.385456019566687236e-02
1.199999999999999956e+00,5.999999999999999778e-01,5.165673897710607726e-02
1.500000000000000000e+00,5.999999999999999778e-01,9.022333846045373085e-02
1.799999999999999822e+00,5.999999999999999778e-01,6.760318273800977606e-02
2.100000000000000089e+00,5.999999999999999778e-01,7.137969660084787782e-02
2.399999999999999911e+00,5.999999999999999778e-01,7.622636755799032382e-02
2.699999999999999734e+00,5.999999999999999778e-01,1.029554143907680658e-01
3.000000000000000000e+00,5.999999999999999778e-01,1.196974813351104616e-01
3.299999999999999822e+00,5.999999999999999778e-01,1.298285162075729915e-01
3.599999999999999645e+00,5.999999999999999778e-01,1.372254937579536205e-01
3.899999999999999911e+00,5.999999999999999778e-01,1.345709542007148263e-01
4.200000000000000178e+00,5.999999999999999778e-01,1.222695308934883540e-01
4.500000000000000000e+00,5.999999999999999778e-01,1.128431736338357805e-01
4.799999999999999822e+00,5.999999999999999778e-01,1.501681007442957905e-01
5.099999999999999645e+00,5.999999999999999778e-01,1.609342994344351574e-01
5.399999999999999467e+00,5.999999999999999778e-01,1.569852453429804451e-01
5.700000000000000178e+00,5.999999999999999778e-01,1.650350148080078905e-01
6.000000000000000000e+00,5.999999999999999778e-01,1.715326496165259507e-01
6.299999999999999822e+00,5.999999999999999778e-01,1.704636736153000987e-01
6.599999999999999645e+00,5.999999999999999778e-01,1.654690022014094486e-01
6.899999999999999467e+00,5.999999999999999778e-01,2.049524946529433789e-01
7.199999999999999289e+00,5.999999999999999778e-01,2.684980601285004709e-01
7.500000000000000000e+00,5.999999999999999778e-01,2.467486676743614327e-01
7.799999999999999822e+00,5.999999999999999778e-01,2.480044592131343262e-01
8.099999999999999645e+00,5.999999999999999778e-01,2.453921433884548864e-01
8.400000000000000355e+00,5.999999999999999778e-01,2.287985082416679750e-01
8.699999999999999289e+00,5.999999999999999778e-01,2.602015089092181155e-01
9.000000000000000000e+00,5.999999999999999778e-01,2.687954070259945261e-01
9.299999999999998934e+00,5.999999999999999778e-01,2.947223557595992638e-01
9.599999999999999645e+00,5.999999999999999778e-01,3.105505309915121415e-01
9.900000000000000355e+00,5.999999999999999778e-01,3.129065083547996617e-01
1.019999999999999929e+01,5.999999999999999778e-01,3.369863100124071975e-01
1.050000000000000000e+01,5.999999999999999778e-01,3.535888792135117864e-01
1.079999999999999893e+01,5.999999999999999778e-01,3.594341331109419668e-01
1.109999999999999964e+01,5.999999999999999778e-01,3.926484238957824169e-01
1.140000000000000036e+01,5.999999999999999778e-01,3.945806356258761416e-01
1.169999999999999929e+01,5.999999999999999778e-01,3.981133643732367444e-01
1.200000000000000000e+01,5.999999999999999778e-01,4.425104475904976797e-01
1.229999999999999893e+01,5.999999999999999778e-01,4.669807446250699989e-01
1.259999999999999964e+01,5.999999999999999778e-01,4.691619531845817037e-01
1.290000000000000036e+01,5.999999999999999778e-01,4.456767211260253547e-01
1.319999999999999929e+01,5.999999999999999778e-01,4.954234769336225419e-01
1.350000000000000000e+01,5.999999999999999778e-01,5.300842828489086278e-01
1.379999999999999893e+01,5.999999999999999778e-01,5.108261629021116912e-01
1.409999999999999964e+01,5.999999999999999778e-01,5.524184557066457169e-01
1.439999999999999858e+01,5.999999999999999778e-01,5.536480079116176123e-01
1.469999999999999929e+01,5.999999999999999778e-01,5.483093823547715573e-01
1.500000000000000000e+01,5.999999999999999778e-01,5.582030158628648042e-01
1.529999999999999893e+01,5.999999999999999778e-01,6.188115252433953328e-01
1.559999999999999964e+01,5.999999999999999778e-01,6.455137951568714616e-01
1.589999999999999858e+01,5.999999999999999778e-01,6.791184023412824011e-01
1.619999999999999929e+01,5.999999999999999778e-01,6.333637153896647387e-01
1.650000000000000000e+01,5.999999999999999778e-01,6.432914085795553572e-01
1.680000000000000071e+01,5.999999999999999778e-01,7.016294089115897581e-01
1.709999999999999787e+01,5.999999999999999778e-01,7.369690699699084080e-01
1.739999999999999858e+01,5.999999999999999778e-01,7.368157329422060364e-01
1.769999999999999929e+01,5.999999999999999778e-01,7.469885627887636881e-01
1.800000000000000000e+01,5.999999999999999778e-01,7.603885305749775725e-01
1.830000000000000071e+01,5.999999999999999778e-01,7.833496502764565328e-01
1.859999999999999787e+01,5.999999999999999778e-01,8.476669168194583825e-01
1.889999999999999858e+01,5.999999999999999778e-01,8.617038393455273004e-01
1.919999999999999929e+01,5.999999999999999778e-01,8.322335594744758591e-01
1.950000000000000000e+01,5.999999999999999778e-01,8.502058316664852233e-01
1.980000000000000071e+01,5.999999999999999778e-01,9.099584900316398661e-01
2.009999999999999787e+01,5.999999999999999778e-01,9.038913828428941644e-01
2.039999999999999858e+01,5.999999999999999778e-01,9.243691583914656063e-01
2.069999999999999929e+01,5.999999999999999778e-01,9.416402737055464822e-01
2.100000000000000000e+01,5.999999999999999778e-01,8.956086013287921643e-01
2.130000000000000071e+01,5.999999999999999778e-01,9.508427735064229891e-01
2.159999999999999787e+01,5.999999999999999778e-01,9.495354185353332976e-01
2.189999999999999858e+01,5.999999999999999778e-01,9.750156645097409758e-01
2.219999999999999929e+01,5.999999999999999778e-01,1.002525374946508174e+00
2.250000000000000000e+01,5.999999999999999778e-01,9.915845725077000461e-01
2.280000000000000071e+01,5.999999999999999778e-01,1.007774634565028693e+00
2.309999999999999787e+01,5.999999999999999778e-01,1.013947521617248659e+00
2.339999999999999858e+01,5.999999999999999778e-01,1.020310809541041364e+00
2.369999999999999929e+01,5.999999999999999778e-01,1.011708437116580095e+00
2.400000000000000000e+01,5.999999999999999778e-01,9.864541654535468052e-01
2.430000000000000071e+01,5.999999999999999778e-01,1.029704202477598196e+00
2.459999999999999787e+01,5.999999999999999778e-01,1.030476942993053591e+00
2.489999999999999858e+01,5.999999999999999778e-01,1.014511037434072005e+00
2.519999999999999929e+01,5.999999999999999778e-01,1.060941988869533725e+00
2.550000000000000000e+01,5.999999999999999778e-01,1.079662498385056013e+00
2.580000000000000071e+01,5.999999999999999778e-01,1.047306178677058108e+00
2.609999999999999787e+01,5.999999999999999778e-01,1.103753301618248583e+00
2.639999999999999858e+01,5.999999999999999778e-01,1.062661530828249878e+00
2.669999999999999929e+01,5.999999999999999778e-01,1.072553934725515745e+00
2.700000000000000000e+01,5.999999999999999778e-01,1.099597887397784080e+00
2.730000000000000071e+01,5.999999999999999778e-01,1.078690392231000272e+00
2.759999999999999787e+01,5.999999999999999778e-01,1.101796505538472637e+00
2.789999999999999858e+01,5.999999999999999778e-01,1.112421347799601667e+00
2.819999999999999929e+01,5.999999999999999778e-01,1.094992037163645016e+00
2.850000000000000000e+01,5.999999999999999778e-01,1.150710935314268379e+00
2.879999999999999716e+01,5.999999999999999778e-01,1.142406490797025276e+00
2.909999999999999787e+01,5.999999999999999778e-01,1.149558599246412793e+00
2.939999999999999858e+01,5.999999999999999778e-01,1.105282701793724565e+00
2.969999999999999929e+01,5.999999999999999778e-01,1.155055593470151631e+00
3.000000000000000000e+01,5.999999999999999778e-01,1.137032369425045708e+00
3.029999999999999716e+01,5.999999999999999778e-01,1.156191591344042147e+00
3.059999999999999787e+01,5.999999999999999778e-01,1.186508695222187715e+00
3.089999999999999858e+01,5.999999999999999778e-01,1.130318316660898104e+00
3.119999999999999929e+01,5.999999999999999778e-01,1.143629237001095866e+00
3.150000000000000000e+01,5.999999999999999778e-01,1.165264047292231542e+00
3.179999999999999716e+01,5.999999999999999778e-01,1.132079533299848340e+00
3.210000000000000142e+01,5.999999999999999778e-01,1.150835602998323326e+00
3.239999999999999858e+01,5.999999999999999778e-01,1.156899982305768848e+00
3.269999999999999574e+01,5.999999999999999778e-01,1.184454297003983747e+00
3.300000000000000000e+01,5.999999999999999778e-01,1.147193037247860703e+00
3.329999999999999716e+01,5.999999999999999778e-01,1.129882741415367375e+00
3.360000000000000142e+01,5.999999999999999778e-01,1.159748244561644714e+00
3.389999999999999858e+01,5.999999999999999778e-01,1.181500306915270082e+00
3.419999999999999574e+01,5.999999999999999778e-01,1.179608746833364696e+00
3.450000000000000000e+01,5.999999999999999778e-01,1.184229450217556767e+00
3.479999999999999716e+01,5.999999999999999778e-01,1.192146890036922757e+00
3.510000000000000142e+01,5.999999999999999778e-01,1.189000914683961518e+00
